table_name,table_description,column_name,dtype,nullable,unit,description
team_product_inventory,企业产成品库存,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_product_inventory,企业产成品库存,competition_id,str,False,,隔离后的比赛或资料批次标识
team_product_inventory,企业产成品库存,team_id,str,False,,参赛企业标识
team_product_inventory,企业产成品库存,product_id,str,False,,product id
team_product_inventory,企业产成品库存,quantity,float64,False,数值,quantity
team_product_inventory,企业产成品库存,source_id,str,False,,源文件稳定标识
team_product_inventory,企业产成品库存,source_path,str,False,,相对项目根目录的源文件路径
team_product_inventory,企业产成品库存,source_sheet,str,False,,源工作表名称
team_product_inventory,企业产成品库存,source_row,int64,False,,源文件一基行号
team_receivables,企业应收款批次,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_receivables,企业应收款批次,competition_id,str,False,,隔离后的比赛或资料批次标识
team_receivables,企业应收款批次,team_id,str,False,,参赛企业标识
team_receivables,企业应收款批次,remaining_term,float64,False,,remaining term
team_receivables,企业应收款批次,remaining_term_unit,str,False,,remaining term unit
team_receivables,企业应收款批次,amount_wan,float64,False,万元,amount wan
team_receivables,企业应收款批次,source_id,str,False,,源文件稳定标识
team_receivables,企业应收款批次,source_path,str,False,,相对项目根目录的源文件路径
team_receivables,企业应收款批次,source_sheet,str,False,,源工作表名称
team_receivables,企业应收款批次,source_row,int64,False,,源文件一基行号
team_loans,企业贷款明细,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_loans,企业贷款明细,competition_id,str,False,,隔离后的比赛或资料批次标识
team_loans,企业贷款明细,team_id,str,False,,参赛企业标识
team_loans,企业贷款明细,loan_type,str,False,,loan type
team_loans,企业贷款明细,amount_wan,float64,False,万元,amount wan
team_loans,企业贷款明细,remaining_term,float64,False,,remaining term
team_loans,企业贷款明细,remaining_term_unit,str,False,,remaining term unit
team_loans,企业贷款明细,start_year,int64,False,年,start year
team_loans,企业贷款明细,start_quarter,int64,False,季度,start quarter
team_loans,企业贷款明细,source_id,str,False,,源文件稳定标识
team_loans,企业贷款明细,source_path,str,False,,相对项目根目录的源文件路径
team_loans,企业贷款明细,source_sheet,str,False,,源工作表名称
team_loans,企业贷款明细,source_row,int64,False,,源文件一基行号
team_qualifications,市场、产品和 ISO 研发认证状态,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_qualifications,市场、产品和 ISO 研发认证状态,competition_id,str,False,,隔离后的比赛或资料批次标识
team_qualifications,市场、产品和 ISO 研发认证状态,team_id,str,False,,参赛企业标识
team_qualifications,市场、产品和 ISO 研发认证状态,qualification_type,str,False,,qualification type
team_qualifications,市场、产品和 ISO 研发认证状态,qualification_name,str,False,,qualification name
team_qualifications,市场、产品和 ISO 研发认证状态,development_fee_wan,float64,False,万元,development fee wan
team_qualifications,市场、产品和 ISO 研发认证状态,development_cycle,float64,False,,development cycle
team_qualifications,市场、产品和 ISO 研发认证状态,development_cycle_unit,str,False,,development cycle unit
team_qualifications,市场、产品和 ISO 研发认证状态,remaining_time,float64,False,,remaining time
team_qualifications,市场、产品和 ISO 研发认证状态,remaining_time_unit,object,True,,remaining time unit
team_qualifications,市场、产品和 ISO 研发认证状态,is_complete,bool,False,,is complete
team_qualifications,市场、产品和 ISO 研发认证状态,completion_year,float64,True,年,completion year
team_qualifications,市场、产品和 ISO 研发认证状态,completion_quarter,float64,True,季度,completion quarter
team_qualifications,市场、产品和 ISO 研发认证状态,source_id,str,False,,源文件稳定标识
team_qualifications,市场、产品和 ISO 研发认证状态,source_path,str,False,,相对项目根目录的源文件路径
team_qualifications,市场、产品和 ISO 研发认证状态,source_sheet,str,False,,源工作表名称
team_qualifications,市场、产品和 ISO 研发认证状态,source_row,int64,False,,源文件一基行号
team_factories,企业厂房状态,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_factories,企业厂房状态,competition_id,str,False,,隔离后的比赛或资料批次标识
team_factories,企业厂房状态,team_id,str,False,,参赛企业标识
team_factories,企业厂房状态,factory_instance_id,int64,False,,factory instance id
team_factories,企业厂房状态,factory_name,str,False,,factory name
team_factories,企业厂房状态,state,str,False,,state
team_factories,企业厂房状态,capacity_raw,str,False,,capacity raw
team_factories,企业厂房状态,purchase_price_wan,float64,False,万元,purchase price wan
team_factories,企业厂房状态,annual_rent_wan,float64,False,万元,annual rent wan
team_factories,企业厂房状态,sale_price_wan,float64,False,万元,sale price wan
team_factories,企业厂房状态,last_rent_payment_raw,str,False,,last rent payment raw
team_factories,企业厂房状态,acquisition_time_raw,str,False,,acquisition time raw
team_factories,企业厂房状态,source_id,str,False,,源文件稳定标识
team_factories,企业厂房状态,source_path,str,False,,相对项目根目录的源文件路径
team_factories,企业厂房状态,source_sheet,str,False,,源工作表名称
team_factories,企业厂房状态,source_row,int64,False,,源文件一基行号
team_production_lines,企业生产线状态,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_production_lines,企业生产线状态,competition_id,str,False,,隔离后的比赛或资料批次标识
team_production_lines,企业生产线状态,team_id,str,False,,参赛企业标识
team_production_lines,企业生产线状态,line_instance_id,int64,False,,line instance id
team_production_lines,企业生产线状态,line_type,str,False,,line type
team_production_lines,企业生产线状态,factory,str,False,,factory
team_production_lines,企业生产线状态,product_id,str,False,,product id
team_production_lines,企业生产线状态,state,str,False,,state
team_production_lines,企业生产线状态,accumulated_depreciation_wan,float64,False,万元,accumulated depreciation wan
team_production_lines,企业生产线状态,production_start_year,float64,True,年,production start year
team_production_lines,企业生产线状态,production_start_quarter,float64,True,季度,production start quarter
team_production_lines,企业生产线状态,conversion_time_raw,str,False,,conversion time raw
team_production_lines,企业生产线状态,remaining_time_raw,str,False,,remaining time raw
team_production_lines,企业生产线状态,completion_year,int64,False,年,completion year
team_production_lines,企业生产线状态,completion_quarter,int64,False,季度,completion quarter
team_production_lines,企业生产线状态,construction_start_raw,str,False,,construction start raw
team_production_lines,企业生产线状态,source_id,str,False,,源文件稳定标识
team_production_lines,企业生产线状态,source_path,str,False,,相对项目根目录的源文件路径
team_production_lines,企业生产线状态,source_sheet,str,False,,源工作表名称
team_production_lines,企业生产线状态,source_row,int64,False,,源文件一基行号
test_cash_flow_events,710W 测试方案的人工整理现金流,record_id,str,False,,由来源和业务键生成的稳定记录标识
test_cash_flow_events,710W 测试方案的人工整理现金流,competition_id,str,False,,隔离后的比赛或资料批次标识
test_cash_flow_events,710W 测试方案的人工整理现金流,rule_version,str,False,,规则版本；unknown 表示尚未确认
test_cash_flow_events,710W 测试方案的人工整理现金流,scenario_id,str,False,,scenario id
test_cash_flow_events,710W 测试方案的人工整理现金流,sequence,int64,False,,sequence
test_cash_flow_events,710W 测试方案的人工整理现金流,year,int64,False,年,比赛年度；0 表示初始元年
test_cash_flow_events,710W 测试方案的人工整理现金流,quarter,int64,False,,比赛季度
test_cash_flow_events,710W 测试方案的人工整理现金流,action,str,False,,action
test_cash_flow_events,710W 测试方案的人工整理现金流,amount_wan,float64,False,万元,amount wan
test_cash_flow_events,710W 测试方案的人工整理现金流,balance_wan,float64,False,万元,balance wan
test_cash_flow_events,710W 测试方案的人工整理现金流,source_id,str,False,,源文件稳定标识
test_cash_flow_events,710W 测试方案的人工整理现金流,source_path,str,False,,相对项目根目录的源文件路径
test_cash_flow_events,710W 测试方案的人工整理现金流,source_line,int64,False,,source line
