record_id,competition_id,team_id,qualification_type,qualification_name,development_fee_wan,development_cycle,development_cycle_unit,remaining_time,remaining_time_unit,is_complete,completion_year,completion_quarter,source_id,source_path,source_sheet,source_row
271155949b96dcf6,historical_600_unknown_rule,ZY15,iso,ISO14000,20.0,2.0,year,0.0,,True,2.0,4.0,src_4d43a1bf1514,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY15.xls,研发认证,5
2e2523a9f4401c35,historical_600_unknown_rule,ZY16,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_2f4d529bc792,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY16.xls,研发认证,4
6743583f62a78608,historical_600_unknown_rule,ZY16,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_2f4d529bc792,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY16.xls,研发认证,5
120068b14378f258,historical_600_unknown_rule,ZY16,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_2f4d529bc792,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY16.xls,研发认证,6
89fc5e0037c33cd1,historical_600_unknown_rule,ZY16,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_2f4d529bc792,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY16.xls,研发认证,7
303217fcdd476e88,historical_600_unknown_rule,ZY16,market,国际,10.0,4.0,year,0.0,,True,4.0,4.0,src_2f4d529bc792,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY16.xls,研发认证,8
8b17864f009b57ff,historical_600_unknown_rule,ZY16,product,P2,10.0,3.0,quarter,0.0,,True,1.0,3.0,src_2f4d529bc792,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY16.xls,研发认证,4
6c91197fad3f5efd,historical_600_unknown_rule,ZY16,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_2f4d529bc792,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY16.xls,研发认证,4
7bd032a6a6d17924,historical_600_unknown_rule,ZY16,iso,ISO14000,20.0,2.0,year,0.0,,True,2.0,4.0,src_2f4d529bc792,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY16.xls,研发认证,5
19233ebd821fe7f2,historical_600_unknown_rule,ZY17,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,4
5fcd9b5ddaa5c5c9,historical_600_unknown_rule,ZY17,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,5
96285d3046a0420a,historical_600_unknown_rule,ZY17,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,6
a7f40b163abeeef0,historical_600_unknown_rule,ZY17,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,7
c52a86ff4aca9e37,historical_600_unknown_rule,ZY17,market,国际,10.0,4.0,year,0.0,,True,4.0,4.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,8
4b737daf34518dde,historical_600_unknown_rule,ZY17,product,P4,10.0,5.0,quarter,0.0,,True,2.0,1.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,4
4459c2e963280a4e,historical_600_unknown_rule,ZY17,product,P1,10.0,2.0,quarter,0.0,,True,4.0,2.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,5
8dc88bef66eaf7ee,historical_600_unknown_rule,ZY17,product,P2,10.0,3.0,quarter,0.0,,True,4.0,3.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,6
c4ead7cab7b1067d,historical_600_unknown_rule,ZY17,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,4
957293dea6826b0d,historical_600_unknown_rule,ZY17,iso,ISO14000,20.0,2.0,year,0.0,,True,2.0,4.0,src_6d538319baf4,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY17.xls,研发认证,5
